Starostin (1989)         	0.8345 	-0.0026	 0.0171 	48.96	7	0.00100
Pān (2000)               	0.7364 	-0.0027	 0.0156 	47.47	7	0.00100
Baxter and Sagart (2014) 	0.8695 	-0.0031	 0.0166 	52.47	7	0.00100
Schuessler (2007)        	0.7201 	-0.0032	 0.0167 	43.27	7	0.00100
Karlgren (1954)          	0.5813 	-0.0037	 0.0130 	44.90	8	0.00100
Li (1971)                	0.8192 	-0.0030	 0.0211 	38.93	8	0.00100
Wáng (1980)              	0.7812 	-0.0032	 0.0179 	43.75	8	0.00100
Zhèngzhāng (2003)        	0.7289 	-0.0034	 0.0155 	47.24	8	0.00100
Starostin (1989)         	0.8310 	-0.0032	 0.0158 	52.74	8	0.00100
Pān (2000)               	0.7179 	-0.0033	 0.0159 	45.39	8	0.00100
Baxter and Sagart (2014) 	0.8654 	-0.0029	 0.0154 	56.22	8	0.00100
Schuessler (2007)        	0.7102 	-0.0032	 0.0157 	45.40	8	0.00100
Karlgren (1954)          	0.5637 	-0.0036	 0.0120 	47.14	9	0.00100
Li (1971)                	0.8115 	-0.0042	 0.0198 	41.13	9	0.00100
Wáng (1980)              	0.7497 	-0.0036	 0.0170 	44.27	9	0.00100
Zhèngzhāng (2003)        	0.7275 	-0.0039	 0.0153 	47.72	9	0.00100
Starostin (1989)         	0.8406 	-0.0034	 0.0161 	52.52	9	0.00100
Pān (2000)               	0.7166 	-0.0040	 0.0152 	47.38	9	0.00100
Baxter and Sagart (2014) 	0.8738 	-0.0033	 0.0159 	55.23	9	0.00100
Schuessler (2007)        	0.7050 	-0.0036	 0.0157 	45.14	9	0.00100
Karlgren (1954)          	0.5659 	-0.0038	 0.0119 	47.82	10	0.00100
Li (1971)                	0.8294 	-0.0025	 0.0197 	42.14	10	0.00100
Wáng (1980)              	0.7577 	-0.0034	 0.0169 	45.03	10	0.00100
Zhèngzhāng (2003)        	0.7504 	-0.0031	 0.0145 	52.06	10	0.00100
Starostin (1989)         	0.8326 	-0.0031	 0.0154 	54.33	10	0.00100
Pān (2000)               	0.7387 	-0.0032	 0.0143 	51.79	10	0.00100
Baxter and Sagart (2014) 	0.8732 	-0.0031	 0.0152 	57.77	10	0.00100
Schuessler (2007)        	0.7126 	-0.0031	 0.0152 	47.17	10	0.00100
Karlgren (1954)          	0.6409 	-0.0040	 0.0139 	51.63	0.00111*
Li (1971)                	0.9127 	-0.0039	 0.0228 	44.74	0.00111*
Wáng (1980)              	0.8516 	-0.0038	 0.0192 	49.48	0.00111*
Zhèngzhāng (2003)        	0.8173 	-0.0039	 0.0167 	54.77	0.00111*
Starostin (1989)         	0.9332 	-0.0038	 0.0177 	58.96	0.00111*
Pān (2000)               	0.8079 	-0.0039	 0.0167 	54.19	0.00111*
Baxter and Sagart (2014) 	0.9709 	-0.0038	 0.0173 	62.59	0.00111*
Schuessler (2007)        	0.7947 	-0.0039	 0.0172 	51.51	0.00111*
