Schuessler (2007)        	0.7100 	-0.0040	 0.0131 	54.59	4	0.00100
Karlgren (1954)          	0.5802 	-0.0021	 0.0113 	51.50	5	0.00100
Li (1971)                	0.8222 	-0.0019	 0.0189 	43.49	5	0.00100
Wáng (1980)              	0.7657 	-0.0019	 0.0161 	47.79	5	0.00100
Zhèngzhāng (2003)        	0.7489 	-0.0023	 0.0132 	56.90	5	0.00100
Starostin (1989)         	0.8428 	-0.0021	 0.0141 	59.90	5	0.00100
Pān (2000)               	0.7351 	-0.0020	 0.0132 	55.72	5	0.00100
Baxter and Sagart (2014) 	0.8781 	-0.0020	 0.0137 	64.16	5	0.00100
Schuessler (2007)        	0.7197 	-0.0017	 0.0138 	52.42	5	0.00100
Karlgren (1954)          	0.5768 	-0.0027	 0.0106 	54.73	6	0.00100
Li (1971)                	0.8216 	-0.0029	 0.0174 	47.36	6	0.00100
Wáng (1980)              	0.7779 	-0.0033	 0.0153 	51.18	6	0.00100
Zhèngzhāng (2003)        	0.7389 	-0.0028	 0.0127 	58.19	6	0.00100
Starostin (1989)         	0.8422 	-0.0030	 0.0135 	62.68	6	0.00100
Pān (2000)               	0.7267 	-0.0029	 0.0129 	56.69	6	0.00100
Baxter and Sagart (2014) 	0.8705 	-0.0032	 0.0134 	65.09	6	0.00100
Schuessler (2007)        	0.7262 	-0.0029	 0.0133 	55.01	6	0.00100
Karlgren (1954)          	0.5909 	-0.0034	 0.0110 	53.86	7	0.00100
Li (1971)                	0.8188 	-0.0027	 0.0184 	44.65	7	0.00100
Wáng (1980)              	0.7525 	-0.0028	 0.0152 	49.71	7	0.00100
Zhèngzhāng (2003)        	0.7528 	-0.0030	 0.0131 	57.58	7	0.00100
Starostin (1989)         	0.8407 	-0.0030	 0.0141 	59.99	7	0.00100
Pān (2000)               	0.7368 	-0.0030	 0.0131 	56.40	7	0.00100
Baxter and Sagart (2014) 	0.8763 	-0.0030	 0.0139 	63.27	7	0.00100
Schuessler (2007)        	0.7141 	-0.0030	 0.0138 	52.10	7	0.00100
Karlgren (1954)          	0.5782 	-0.0029	 0.0106 	54.75	8	0.00100
Li (1971)                	0.8269 	-0.0029	 0.0172 	48.27	8	0.00100
Wáng (1980)              	0.7641 	-0.0026	 0.0148 	51.80	8	0.00100
Zhèngzhāng (2003)        	0.7354 	-0.0031	 0.0129 	57.35	8	0.00100
Starostin (1989)         	0.8386 	-0.0028	 0.0137 	61.32	8	0.00100
Pān (2000)               	0.7228 	-0.0031	 0.0129 	56.43	8	0.00100
Baxter and Sagart (2014) 	0.8797 	-0.0024	 0.0137 	64.27	8	0.00100
Schuessler (2007)        	0.7312 	-0.0029	 0.0133 	55.09	8	0.00100
Karlgren (1954)          	0.5689 	-0.0030	 0.0109 	52.29	9	0.00100
Li (1971)                	0.8091 	-0.0034	 0.0178 	45.67	9	0.00100
Wáng (1980)              	0.7608 	-0.0032	 0.0157 	48.76	9	0.00100
Zhèngzhāng (2003)        	0.7500 	-0.0030	 0.0134 	56.28	9	0.00100
Starostin (1989)         	0.8455 	-0.0033	 0.0141 	60.36	9	0.00100
Pān (2000)               	0.7381 	-0.0030	 0.0133 	55.79	9	0.00100
Baxter and Sagart (2014) 	0.8749 	-0.0029	 0.0137 	63.86	9	0.00100
Schuessler (2007)        	0.7150 	-0.0032	 0.0136 	52.76	9	0.00100
Karlgren (1954)          	0.6122 	-0.0028	 0.0108 	57.02	10	0.00100
Li (1971)                	0.8318 	-0.0023	 0.0174 	48.00	10	0.00100
Wáng (1980)              	0.7830 	-0.0025	 0.0150 	52.22	10	0.00100
Zhèngzhāng (2003)        	0.7568 	-0.0025	 0.0132 	57.33	10	0.00100
Starostin (1989)         	0.8580 	-0.0027	 0.0137 	63.01	10	0.00100
Pān (2000)               	0.7458 	-0.0025	 0.0132 	56.72	10	0.00100
Baxter and Sagart (2014) 	0.8851 	-0.0029	 0.0136 	65.22	10	0.00100
Schuessler (2007)        	0.7620 	-0.0029	 0.0131 	58.16	10	0.00100
Karlgren (1954)          	0.6491 	-0.0033	 0.0121 	59.99	0.00111*
Li (1971)                	0.9120 	-0.0033	 0.0199 	51.05	0.00111*
Wáng (1980)              	0.8508 	-0.0033	 0.0169 	56.18	0.00111*
Zhèngzhāng (2003)        	0.8308 	-0.0032	 0.0145 	63.75	0.00111*
Starostin (1989)         	0.9415 	-0.0033	 0.0154 	68.37	0.00111*
Pān (2000)               	0.8160 	-0.0032	 0.0145 	62.68	0.00111*
Baxter and Sagart (2014) 	0.9764 	-0.0033	 0.0151 	72.31	0.00111*
Schuessler (2007)        	0.8063 	-0.0032	 0.0151 	59.53	0.00111*
